ID,Name,Age,Region,Games,Medals
67642,"Kenneth P. L. ""Ken"" LeBlanc",33.0,加拿大,2002冬奥会,{'NAN'}
67643,Michel Leblanc,28.0,法国,1988冬奥会,{'NAN'}
67643,Michel Leblanc,32.0,法国,1992冬奥会,{'NAN'}
67644,"Raymond Jude ""Ray"" LeBlanc",27.0,美国,1992冬奥会,{'NAN'}
67646,Anouk Leblanc-Boucher,21.0,加拿大,2006冬奥会,"{'银牌', 'NAN', '铜牌'}"
67648,Brian Lebler,25.0,奥地利,2014冬奥会,{'NAN'}
67649,"Edward ""Ed"" Lebler",25.0,奥地利,1984冬奥会,{'NAN'}
67649,"Edward ""Ed"" Lebler",29.0,奥地利,1988冬奥会,{'NAN'}
67652,Wayne Arthur LeBombard,19.0,美国,1964冬奥会,{'NAN'}
67652,Wayne Arthur LeBombard,23.0,美国,1968冬奥会,{'NAN'}
67678,Vincent Lecavalier,25.0,加拿大,2006冬奥会,{'NAN'}
67679,Valerio Leccardi,25.0,瑞士,2010冬奥会,{'NAN'}
67687,Franz Lechleitner,20.0,奥地利,1984冬奥会,{'NAN'}
67687,Franz Lechleitner,24.0,奥地利,1988冬奥会,{'NAN'}
67688,Emilio Lechner,27.0,意大利,1968冬奥会,{'NAN'}
67688,Emilio Lechner,31.0,意大利,1972冬奥会,{'NAN'}
67689,Erika Lechner (-Tauber-),20.0,意大利,1968冬奥会,{'金牌'}
67689,Erika Lechner (-Tauber-),24.0,意大利,1972冬奥会,{'NAN'}
67701,John Clark LeClair,28.0,美国,1998冬奥会,{'NAN'}
67701,John Clark LeClair,32.0,美国,2002冬奥会,{'银牌'}
67703,Marcel Leclef,38.0,比利时,1948冬奥会,{'NAN'}
67703,Marcel Leclef,42.0,比利时,1952冬奥会,{'NAN'}
67703,Marcel Leclef,46.0,比利时,1956冬奥会,{'NAN'}
67720,Cline Lecompre,22.0,法国,2006冬奥会,{'NAN'}
67721,John Howard Louis Lecompte,33.0,加拿大,1948冬奥会,{'金牌'}
67745,Ester Ledeck,18.0,捷克共和国,2014冬奥会,{'NAN'}
67747,Remo Lederer,19.0,德国,1988冬奥会,{'NAN'}
67748,"Ulrich ""Ulli"" Lederer",30.0,奥地利,1928冬奥会,{'NAN'}
67768,Anne-Marie Leduc (-Lack),22.0,法国,1960冬奥会,{'NAN'}
67769,Marguerite Leduc,24.0,法国,1960冬奥会,{'NAN'}
67771,Thrse Leduc,26.0,法国,1960冬奥会,{'NAN'}
67785,Lee Bo-Ra,19.0,韩国,2006冬奥会,{'NAN'}
67785,Lee Bo-Ra,23.0,韩国,2010冬奥会,{'NAN'}
67785,Lee Bo-Ra,27.0,韩国,2014冬奥会,{'NAN'}
67798,Lee Chae-Won,20.0,韩国,2002冬奥会,{'NAN'}
67798,Lee Chae-Won,24.0,韩国,2006冬奥会,{'NAN'}
67798,Lee Chae-Won,28.0,韩国,2010冬奥会,{'NAN'}
67798,Lee Chae-Won,32.0,韩国,2014冬奥会,{'NAN'}
67808,Lee Chang-Yong,16.0,韩国,2002冬奥会,{'NAN'}
67809,Cheltzie Lee,16.0,澳大利亚,2010冬奥会,{'NAN'}
67812,Lee Chen-Tan,22.0,台湾,1988冬奥会,{'NAN'}
67820,Lee Chuen-Gun,21.0,韩国,2002冬奥会,{'NAN'}
67853,Lee Eun-Byeol,18.0,韩国,2010冬奥会,"{'银牌', 'NAN'}"
67858,Lee Eun-Hee,16.0,韩国,1992冬奥会,{'NAN'}
67872,Lee Gang-Seok,20.0,韩国,2006冬奥会,"{'NAN', '铜牌'}"
67872,Lee Gang-Seok,24.0,韩国,2010冬奥会,{'NAN'}
67872,Lee Gang-Seok,28.0,韩国,2014冬奥会,{'NAN'}
67879,Lee Gi-Ho,25.0,韩国,2010冬奥会,{'NAN'}
67882,Lee Gi-Ro,22.0,韩国,1998冬奥会,{'NAN'}
67886,Lee Gwang-Gi,20.0,韩国,2014冬奥会,{'NAN'}
67893,Lee Gwang-Yeong,21.0,韩国,1968冬奥会,{'NAN'}
67898,Lee Gyeong-Hui,13.0,韩国,1972冬奥会,{'NAN'}
67899,Lee Gyeong-Nam,17.0,韩国,1998冬奥会,{'NAN'}
67906,Lee Gyu-Hyeok,15.0,韩国,1994冬奥会,{'NAN'}
67906,Lee Gyu-Hyeok,19.0,韩国,1998冬奥会,{'NAN'}
67906,Lee Gyu-Hyeok,23.0,韩国,2002冬奥会,{'NAN'}
67906,Lee Gyu-Hyeok,27.0,韩国,2006冬奥会,{'NAN'}
67906,Lee Gyu-Hyeok,31.0,韩国,2010冬奥会,{'NAN'}
67906,Lee Gyu-Hyeok,35.0,韩国,2014冬奥会,{'NAN'}
67912,Lee Hak-Jin,16.0,韩国,2002冬奥会,{'NAN'}
67913,Lee Han-Bin,25.0,韩国,2014冬奥会,{'NAN'}
67916,Lee Han-Sin,25.0,韩国,2014冬奥会,{'NAN'}
67924,Lee Ho-Eung,19.0,韩国,1998冬奥会,{'银牌'}
67926,Lee Ho-Seok,19.0,韩国,2006冬奥会,"{'金牌', '银牌', 'NAN'}"
67926,Lee Ho-Seok,23.0,韩国,2010冬奥会,"{'银牌', 'NAN'}"
67926,Lee Ho-Seok,27.0,韩国,2014冬奥会,{'NAN'}
67934,"Howard Stewart ""Howie"" Lee",26.0,加拿大,1956冬奥会,{'铜牌'}
67948,Lee Hyeon-Ju,14.0,韩国,1968冬奥会,{'NAN'}
67955,Lee Hyo-Chang,25.0,韩国,1948冬奥会,{'NAN'}
67961,Lee Ik-Hwan,22.0,韩国,1968冬奥会,{'NAN'}
67967,Lee In-Bok,25.0,韩国,2010冬奥会,{'NAN'}
67967,Lee In-Bok,29.0,韩国,2014冬奥会,{'NAN'}
67969,Lee In-Hun,21.0,韩国,1992冬奥会,{'NAN'}
67982,Lee Jae-Sik,21.0,韩国,1994冬奥会,{'NAN'}
68002,Lee Jeong-Su,20.0,韩国,2010冬奥会,"{'金牌', '银牌'}"
68010,Lee Jin-Hui,25.0,韩国,2010冬奥会,{'NAN'}
68015,Lee Jin-U,19.0,韩国,2006冬奥会,{'NAN'}
68020,Lee Jong-Guk,26.0,韩国,1948冬奥会,{'NAN'}
68026,Lee Jong-U,20.0,韩国,2006冬奥会,{'NAN'}
68026,Lee Jong-U,24.0,韩国,2010冬奥会,{'NAN'}
68030,Lee Ju-Yeon,18.0,韩国,2006冬奥会,{'NAN'}
68030,Lee Ju-Yeon,22.0,韩国,2010冬奥会,{'NAN'}
68031,Lee Jun-Gil,24.0,韩国,2010冬奥会,{'NAN'}
68032,Lee Jun-Ho,26.0,韩国,1992冬奥会,"{'金牌', '铜牌'}"
68032,Lee Jun-Ho,28.0,韩国,1994冬奥会,{'NAN'}
68033,Lee Jun-Hwan,20.0,韩国,1998冬奥会,"{'银牌', 'NAN'}"
68043,Lee Ki-Hyun,23.0,韩国,2002冬奥会,{'NAN'}
68045,Lee Kyu-Hyun,17.0,韩国,1998冬奥会,{'NAN'}
68045,Lee Kyu-Hyun,21.0,韩国,2002冬奥会,{'NAN'}
68047,Lee Kyung-Ja,19.0,韩国,1984冬奥会,{'NAN'}
68050,"Lyoon-Jung ""Lily"" Lee",24.0,韩国,1994冬奥会,{'NAN'}
68078,Lee Nam-Sun,14.0,韩国,1976冬奥会,{'NAN'}
68078,Lee Nam-Sun,18.0,韩国,1980冬奥会,{'NAN'}
68082,Pauline Chen Lee,19.0,台湾,1988冬奥会,{'NAN'}
68089,Robin Huntington Lee,16.0,美国,1936冬奥会,{'NAN'}
68103,Lee Sang-Hwa,16.0,韩国,2006冬奥会,{'NAN'}
68103,Lee Sang-Hwa,20.0,韩国,2010冬奥会,"{'金牌', 'NAN'}"
68103,Lee Sang-Hwa,24.0,韩国,2014冬奥会,"{'金牌', 'NAN'}"
68129,Lee Seong-Ae,17.0,韩国,1980冬奥会,{'NAN'}
68133,Lee Seul-Bi,25.0,韩国,2014冬奥会,{'NAN'}
68140,Lee Seung-Hun,21.0,韩国,2010冬奥会,"{'金牌', '银牌', 'NAN'}"
68140,Lee Seung-Hun,25.0,韩国,2014冬奥会,"{'银牌', 'NAN'}"
68141,Lee Seung-Hwan,18.0,韩国,2002冬奥会,{'NAN'}
68144,Lee Seung-Jae,19.0,韩国,2002冬奥会,{'NAN'}
68158,Stephen Lee,24.0,澳大利亚,2002冬奥会,{'NAN'}
68158,Stephen Lee,28.0,澳大利亚,2006冬奥会,{'NAN'}
68159,Steven John Lee,21.0,澳大利亚,1984冬奥会,{'NAN'}
68159,Steven John Lee,25.0,澳大利亚,1988冬奥会,{'NAN'}
68159,Steven John Lee,29.0,澳大利亚,1992冬奥会,{'NAN'}
68195,Lee Yeon-Ju,20.0,韩国,1984冬奥会,{'NAN'}
68198,Lee Yeong-Ha,19.0,韩国,1976冬奥会,{'NAN'}
68198,Lee Yeong-Ha,23.0,韩国,1980冬奥会,{'NAN'}
68198,Lee Yeong-Ha,27.0,韩国,1984冬奥会,{'NAN'}
68206,Lee Yi-Fang,21.0,台湾,1998冬奥会,{'NAN'}
68207,Lee Yong,19.0,韩国,1998冬奥会,{'NAN'}
68207,Lee Yong,31.0,韩国,2010冬奥会,{'NAN'}
68212,Lee Yong-Ju,21.0,韩国,2002冬奥会,{'NAN'}
68224,Kerrin Anne Lee-Gartner,21.0,加拿大,1988冬奥会,{'NAN'}
68224,Kerrin Anne Lee-Gartner,25.0,加拿大,1992冬奥会,"{'金牌', 'NAN'}"
68224,Kerrin Anne Lee-Gartner,27.0,加拿大,1994冬奥会,{'NAN'}
68235,Fernand Leemans,22.0,比利时,1948冬奥会,{'NAN'}
68244,Marrit Leenstra,24.0,荷兰,2014冬奥会,"{'金牌', 'NAN'}"
68253,Marianne Leeson,26.0,加拿大,2014冬奥会,{'NAN'}
68254,Brian Joseph Leetch,19.0,美国,1988冬奥会,{'NAN'}
68254,Brian Joseph Leetch,29.0,美国,1998冬奥会,{'NAN'}
68254,Brian Joseph Leetch,33.0,美国,2002冬奥会,{'银牌'}
68255,Jakko Jan Leeuwangh,25.0,荷兰,1998冬奥会,{'NAN'}
68260,Philippe Lefebure,19.0,法国,1928冬奥会,{'NAN'}
68261,Chantal Lefebvre,20.0,加拿大,1998冬奥会,{'NAN'}
68285,Elly Lefort,26.0,法国,2014冬奥会,{'NAN'}
68289,Thomai Lefousi,16.0,希腊,1988冬奥会,{'NAN'}
68289,Thomai Lefousi,20.0,希腊,1992冬奥会,{'NAN'}
68289,Thomai Lefousi,22.0,希腊,1994冬奥会,{'NAN'}
68290,"Timoleon ""Thomas"" Lefousi",19.0,希腊,1992冬奥会,{'NAN'}
68292,Sophie Lefranc-Duvillard,21.0,法国,1992冬奥会,{'NAN'}
68292,Sophie Lefranc-Duvillard,23.0,法国,1994冬奥会,{'NAN'}
68292,Sophie Lefranc-Duvillard,27.0,法国,1998冬奥会,{'NAN'}
68293,Anne-Marie LeFranois,25.0,加拿大,2002冬奥会,{'NAN'}
68295,Sabrina Lefranois,17.0,法国,1998冬奥会,{'NAN'}
68298,Charles Percy Digby Legard,29.0,英国,1936冬奥会,{'NAN'}
68311,Mris Leris,20.0,拉脱维亚,1998冬奥会,{'NAN'}
68322,Jan Legierski,23.0,波兰,1976冬奥会,{'NAN'}
68322,Jan Legierski,27.0,波兰,1980冬奥会,{'NAN'}
68324,Aleksandr Gennadyevich Legkov,22.0,俄罗斯,2006冬奥会,{'NAN'}
68324,Aleksandr Gennadyevich Legkov,26.0,俄罗斯,2010冬奥会,{'NAN'}
68324,Aleksandr Gennadyevich Legkov,30.0,俄罗斯,2014冬奥会,"{'金牌', '银牌', 'NAN'}"
68327,Vladimir Engelsovich Legotin,23.0,俄罗斯,1994冬奥会,{'NAN'}
68327,Vladimir Engelsovich Legotin,27.0,俄罗斯,1998冬奥会,{'NAN'}
68332,Claude Legrand,22.0,法国,1964冬奥会,{'NAN'}
68332,Claude Legrand,26.0,法国,1968冬奥会,{'NAN'}
68334,mile Legrand,NAN,法国,1924冬奥会,{'NAN'}
68336,Fernand Legrand,NAN,法国,1924冬奥会,{'NAN'}
68339,Serge Legrand,30.0,法国,1968冬奥会,{'NAN'}
68355,Keijo Kalervo Lehdikk,27.0,芬兰,1948冬奥会,{'NAN'}
68358,Emery Chance Lehman,17.0,美国,2014冬奥会,{'NAN'}
68359,Almut Lehmann,18.0,德国,1972冬奥会,{'NAN'}
68360,Bernhard Lehmann,27.0,德国,1976冬奥会,{'金牌'}
68360,Bernhard Lehmann,35.0,德国,1984冬奥会,{'银牌'}
68360,Bernhard Lehmann,39.0,德国,1988冬奥会,{'铜牌'}
68362,Christoph Lehmann,19.0,瑞士,1988冬奥会,{'NAN'}
68373,Kathrin Lehmann,25.0,瑞士,2006冬奥会,{'NAN'}
68373,Kathrin Lehmann,29.0,瑞士,2010冬奥会,{'NAN'}
68377,Peter Lehmann,26.0,瑞士,1972冬奥会,{'NAN'}
68378,Robert Lehmann,22.0,德国,2006冬奥会,{'NAN'}
68378,Robert Lehmann,26.0,德国,2010冬奥会,{'NAN'}
68378,Robert Lehmann,30.0,德国,2014冬奥会,{'NAN'}
68383,Ulrike Lehmann,19.0,德国,2002冬奥会,{'NAN'}
68408,Jori Jonatan Lehter,26.0,芬兰,2014冬奥会,{'铜牌'}
68409,Tero Juhani Lehter,21.0,芬兰,1994冬奥会,{'铜牌'}
68412,Marika Johanna Lehtimki,23.0,芬兰,1998冬奥会,{'铜牌'}
68415,Jere Kalervo Lehtinen,20.0,芬兰,1994冬奥会,{'铜牌'}
68415,Jere Kalervo Lehtinen,24.0,芬兰,1998冬奥会,{'铜牌'}
68415,Jere Kalervo Lehtinen,28.0,芬兰,2002冬奥会,{'NAN'}
68415,Jere Kalervo Lehtinen,32.0,芬兰,2006冬奥会,{'银牌'}
68415,Jere Kalervo Lehtinen,36.0,芬兰,2010冬奥会,{'铜牌'}
68420,Raimo Kalevi Lehtinen,25.0,芬兰,1972冬奥会,{'NAN'}
68422,Rauno Harry Juhani Lehti,21.0,芬兰,1964冬奥会,{'NAN'}
68423,Kadri Lehtla,24.0,爱沙尼亚,2010冬奥会,{'NAN'}
68423,Kadri Lehtla,28.0,爱沙尼亚,2014冬奥会,{'NAN'}
68424,Katja Maarit Lehto,25.0,芬兰,1998冬奥会,{'铜牌'}
68425,Markus Matti Juhani Lehto,21.0,芬兰,1984冬奥会,{'NAN'}
68427,Mika Jukka Petteri Lehto,22.0,芬兰,1984冬奥会,{'NAN'}
68433,Erkki Tapani Lehtonen,31.0,芬兰,1988冬奥会,{'银牌'}
68437,Kari Lehtonen,30.0,芬兰,2014冬奥会,{'铜牌'}
68439,Lari Lehtonen,22.0,芬兰,2010冬奥会,{'NAN'}
68439,Lari Lehtonen,26.0,芬兰,2014冬奥会,{'NAN'}
68440,Mirja Annikki Lehtonen (-Kierros),21.0,芬兰,1964冬奥会,"{'银牌', 'NAN', '铜牌'}"
68441,Pertti Leo Jorma Lehtonen,27.0,芬兰,1984冬奥会,{'NAN'}
68461,Roman Vasylovych Leibiuk,25.0,乌克兰,2002冬奥会,{'NAN'}
68461,Roman Vasylovych Leibiuk,29.0,乌克兰,2006冬奥会,{'NAN'}
68461,Roman Vasylovych Leibiuk,33.0,乌克兰,2010冬奥会,{'NAN'}
68464,Vairis Leiboms,22.0,拉脱维亚,2014冬奥会,{'NAN'}
68475,Nanna Herborg Leifsdttir,20.0,冰岛,1984冬奥会,{'NAN'}
68476,Tmas Leifsson,23.0,冰岛,1976冬奥会,{'NAN'}
68493,Darcia Leimgruber,20.0,瑞士,2010冬奥会,{'NAN'}
68495,Pekka Antero Leimu,20.0,芬兰,1968冬奥会,{'NAN'}
68503,Mikke Leinonen,22.0,芬兰,2014冬奥会,{'NAN'}
68504,Simo Mikko Yrjn Leinonen,24.0,芬兰,1980冬奥会,{'NAN'}
68505,Sami Petri Tapani Leinonen,24.0,芬兰,1988冬奥会,{'NAN'}
68506,Sanni Maaria Leinonen,20.0,芬兰,2010冬奥会,{'NAN'}
68508,Judi Leinweber (-McIntosh),17.0,加拿大,1968冬奥会,{'NAN'}
68509,Walter Leinweber,24.0,德国,1932冬奥会,{'铜牌'}
68520,Lia Leismller (-Braun),20.0,德国,1952冬奥会,{'NAN'}
68521,Peter Leismller,29.0,奥地利,1998冬奥会,{'NAN'}
68523,Claudia Leistner (-Pfrengle),19.0,德国,1984冬奥会,{'NAN'}
68523,Claudia Leistner (-Pfrengle),23.0,德国,1988冬奥会,{'NAN'}
68540,Hubert Leitgeb,26.0,意大利,1992冬奥会,{'NAN'}
68540,Hubert Leitgeb,32.0,意大利,1998冬奥会,{'NAN'}
68543,Egon Leitner,22.0,奥地利,1988冬奥会,{'NAN'}
68543,Egon Leitner,26.0,奥地利,1992冬奥会,{'NAN'}
68545,"Mathias ""Hias"" Leitner",24.0,奥地利,1960冬奥会,{'银牌'}
68545,"Mathias ""Hias"" Leitner",28.0,奥地利,1964冬奥会,{'NAN'}
68548,"Ludwig ""Luggi"" Leitner",19.0,德国,1960冬奥会,{'NAN'}
68548,"Ludwig ""Luggi"" Leitner",23.0,德国,1964冬奥会,{'NAN'}
68548,"Ludwig ""Luggi"" Leitner",27.0,德国,1968冬奥会,{'NAN'}
68549,Maria Michaela Leitner,24.0,意大利,2006冬奥会,{'NAN'}
68551,Patric-Fritz Leitner,24.0,德国,2002冬奥会,{'金牌'}
68551,Patric-Fritz Leitner,28.0,德国,2006冬奥会,{'NAN'}
68551,Patric-Fritz Leitner,32.0,德国,2010冬奥会,{'铜牌'}
68552,Peter Leitner,24.0,德国,1980冬奥会,{'NAN'}
68558,Ioannis Leivaditis,28.0,希腊,2002冬奥会,{'NAN'}
68568,Arvds Lejnieks,NAN,拉脱维亚,1936冬奥会,{'NAN'}
68572,Botjan Lekan,26.0,斯洛文尼亚,1992冬奥会,{'NAN'}
68572,Botjan Lekan,28.0,斯洛文尼亚,1994冬奥会,{'NAN'}
68575,Joseph Adam Eugene Lekens,24.0,比利时,1936冬奥会,{'NAN'}
68578,Lars-Gran Morgan Bjrn Lekman,19.0,瑞典,1964冬奥会,{'NAN'}
68582,Dairis Leksis,21.0,拉脱维亚,1994冬奥会,{'NAN'}
68582,Dairis Leksis,25.0,拉脱维亚,1998冬奥会,{'NAN'}
68612,Brady Leman,27.0,加拿大,2014冬奥会,{'NAN'}
68614,Michel Lemarchand,29.0,法国,1976冬奥会,{'NAN'}
68615,La Lemare,17.0,法国,2014冬奥会,{'NAN'}
68616,ric Lemarque,24.0,法国,1994冬奥会,{'NAN'}
68617,Hugo Lemay,23.0,加拿大,2006冬奥会,{'NAN'}
68623,Angelos Lembesi,34.0,希腊,1952冬奥会,{'NAN'}
68625,Andreas Lemcke,24.0,德国,1984冬奥会,{'NAN'}
68629,Nina Petrivna Lemesh,24.0,乌克兰,1998冬奥会,{'NAN'}
68629,Nina Petrivna Lemesh,28.0,乌克兰,2002冬奥会,{'NAN'}
68629,Nina Petrivna Lemesh,32.0,乌克兰,2006冬奥会,{'NAN'}
68638,Mario Lemieux,36.0,加拿大,2002冬奥会,{'金牌'}
68642,Romano Lemm,21.0,瑞士,2006冬奥会,{'NAN'}
68642,Romano Lemm,25.0,瑞士,2010冬奥会,{'NAN'}
68646,Gnther Lemmerer,27.0,奥地利,1980冬奥会,{'NAN'}
68646,Gnther Lemmerer,31.0,奥地利,1984冬奥会,{'NAN'}
68657,Jean-Philippe Lemoine,23.0,法国,1988冬奥会,{'NAN'}
68657,Jean-Philippe Lemoine,27.0,法国,1992冬奥会,{'NAN'}
68657,Jean-Philippe Lemoine,33.0,法国,1998冬奥会,{'NAN'}
68704,Anton Lengauer-Stockner,26.0,奥地利,1988冬奥会,{'NAN'}
68723,Ernie Lennie,22.0,加拿大,1976冬奥会,{'NAN'}
68736,"Theodore Gerardus Maria ""Ted"" Lenssen",27.0,荷兰,1980冬奥会,{'NAN'}
68739,Akira Lenting,23.0,日本,2014冬奥会,{'NAN'}
68750,"Sandra J. ""Sandy"" Lenz (-Jackson)",19.0,美国,1980冬奥会,{'NAN'}
68761,Alois Leodolter,28.0,奥地利,1960冬奥会,{'NAN'}
68762,Otto Leodolter,19.0,奥地利,1956冬奥会,{'NAN'}
68762,Otto Leodolter,23.0,奥地利,1960冬奥会,{'铜牌'}
68762,Otto Leodolter,27.0,奥地利,1964冬奥会,{'NAN'}
68791,Natascia Leonardi Cortesi,20.0,瑞士,1992冬奥会,{'NAN'}
68791,Natascia Leonardi Cortesi,26.0,瑞士,1998冬奥会,{'NAN'}
68791,Natascia Leonardi Cortesi,30.0,瑞士,2002冬奥会,"{'NAN', '铜牌'}"
68791,Natascia Leonardi Cortesi,34.0,瑞士,2006冬奥会,{'NAN'}
68793,Alec Leonce,25.0,英国,1988冬奥会,{'NAN'}
68805,Herbert Leonhardt,30.0,德国,1956冬奥会,{'NAN'}
68806,Sven Leonhardt,23.0,德国,1992冬奥会,{'NAN'}
68807,"Davide Gustavo C. ""David"" Leoni",23.0,加拿大,2006冬奥会,{'NAN'}
68808,Tommaso Leoni,22.0,意大利,2014冬奥会,{'NAN'}
68811,Marina Leonidova,17.0,俄罗斯,1976冬奥会,{'NAN'}
68816,Alyona Igorevna Leonova,19.0,俄罗斯,2010冬奥会,{'NAN'}
68819,Stanislav Viktorovich Leonovich,21.0,俄罗斯,1980冬奥会,{'NAN'}
68820,"Charles ""Chuck"" Leonowicz",34.0,美国,1992冬奥会,{'NAN'}
68829,Jordan Douglas  Leopold,25.0,美国,2006冬奥会,{'NAN'}
68833,Florea Lepdatu,25.0,罗马尼亚,1952冬奥会,{'NAN'}
68841,Sbastien Lepape,22.0,法国,2014冬奥会,{'NAN'}
68845,Rafa Lepel,23.0,波兰,2014冬奥会,{'NAN'}
68851,Krista Lepik,27.0,爱沙尼亚,1992冬奥会,{'NAN'}
68851,Krista Lepik,29.0,爱沙尼亚,1994冬奥会,{'NAN'}
68854,Alma Lepina (Lce-),17.0,拉脱维亚,1992冬奥会,{'NAN'}
68855,Laura Anneli Lepist,21.0,芬兰,2010冬奥会,{'NAN'}
68857,Sami Lepist,25.0,芬兰,2010冬奥会,{'铜牌'}
68857,Sami Lepist,29.0,芬兰,2014冬奥会,{'铜牌'}
68866,Henry Erik Lepp,28.0,芬兰,1976冬奥会,{'NAN'}
68868,Antti Kalervo Leppnen,28.0,芬兰,1976冬奥会,{'NAN'}
68871,Reijo Kalevi Leppnen,28.0,芬兰,1980冬奥会,{'NAN'}
68876,Gilbert Lpre,22.0,法国,1968冬奥会,{'NAN'}
68883,Toma Lepa,20.0,塞尔维亚,1976冬奥会,{'NAN'}
68883,Toma Lepa,28.0,塞尔维亚,1984冬奥会,{'NAN'}
68888,Anatoly Ivanovich Lepyoshkin,29.0,俄罗斯,1968冬奥会,{'NAN'}
68892,Marie-Pierre Leray,18.0,法国,1994冬奥会,{'NAN'}
68896,Dagmar Lerchov (-ehakov),17.0,捷克共和国,1948冬奥会,{'NAN'}
68906,Yannic Lerjen,23.0,瑞士,2014冬奥会,{'NAN'}
68914,Jean-Christophe Lerondeau,24.0,法国,1988冬奥会,{'NAN'}
68923,Andy LeRoy,22.0,美国,1998冬奥会,{'NAN'}
68954,Willi Lesch,25.0,德国,1968冬奥会,{'NAN'}
68954,Willi Lesch,29.0,德国,1972冬奥会,{'NAN'}
68974,Yuliya Sergeyevna Leskina,22.0,俄罗斯,2014冬奥会,{'NAN'}
68975,Janne Leskinen,22.0,芬兰,1994冬奥会,{'NAN'}
68978,Juha Pekka Leskinen,21.0,芬兰,1976冬奥会,{'NAN'}
68982,Andreja Leskovek (-McQuarrie),19.0,塞尔维亚,1984冬奥会,{'NAN'}
69001,Jean Lessard,27.0,加拿大,1960冬奥会,{'NAN'}
69003,Stphane Lessard,26.0,法国,1988冬奥会,{'NAN'}
69005,Axel Lesser,21.0,德国,1968冬奥会,{'NAN'}
69005,Axel Lesser,25.0,德国,1972冬奥会,{'NAN'}
69005,Axel Lesser,29.0,德国,1976冬奥会,{'NAN'}
69006,Erik Lesser,25.0,德国,2014冬奥会,"{'银牌', 'NAN'}"
69007,Werner Lesser,23.0,德国,1956冬奥会,{'NAN'}
69007,Werner Lesser,27.0,德国,1960冬奥会,{'NAN'}
69009,Roland Lessing,23.0,爱沙尼亚,2002冬奥会,{'NAN'}
69009,Roland Lessing,27.0,爱沙尼亚,2006冬奥会,{'NAN'}
69009,Roland Lessing,31.0,爱沙尼亚,2010冬奥会,{'NAN'}
69009,Roland Lessing,35.0,爱沙尼亚,2014冬奥会,{'NAN'}
69012,Klas Ivar Vilhelm Lestander,28.0,瑞典,1960冬奥会,{'金牌'}
69023,Imre Lestyan,20.0,罗马尼亚,1984冬奥会,{'NAN'}
69046,John A. Lettengarver,18.0,美国,1948冬奥会,{'NAN'}
69050,Kthe Lettner,29.0,奥地利,1936冬奥会,{'NAN'}
69053,Bryan Robert Leturgez,29.0,美国,1992冬奥会,{'NAN'}
69053,Bryan Robert Leturgez,31.0,美国,1994冬奥会,{'NAN'}
69058,Evelyne Leu,21.0,瑞士,1998冬奥会,{'NAN'}
69058,Evelyne Leu,25.0,瑞士,2002冬奥会,{'NAN'}
69058,Evelyne Leu,29.0,瑞士,2006冬奥会,{'金牌'}
69058,Evelyne Leu,33.0,瑞士,2010冬奥会,{'NAN'}
69061,Gustav Leubner,NAN,捷克共和国,1936冬奥会,{'NAN'}
69068,Markus Leuenberger,25.0,瑞士,1988冬奥会,{'NAN'}
69069,Monika Leuenberger,32.0,瑞士,2006冬奥会,{'NAN'}
69070,Sven Leuenberger,22.0,瑞士,1992冬奥会,{'NAN'}
69082,Mira Leung,16.0,加拿大,2006冬奥会,{'NAN'}
69085,Herbert Leupold,27.0,德国,1936冬奥会,{'NAN'}
69096,Hans Leutenegger,32.0,瑞士,1972冬奥会,{'金牌'}
69101,David Leuty,23.0,加拿大,1984冬奥会,{'NAN'}
69101,David Leuty,27.0,加拿大,1988冬奥会,{'NAN'}
69102,Bruno Leuzinger,38.0,瑞士,1924冬奥会,{'NAN'}
69103,James Leuzinger,23.0,英国,2006冬奥会,{'NAN'}
69109,Allar Levandi,22.0,俄罗斯,1988冬奥会,{'铜牌'}
69109,Allar Levandi,26.0,爱沙尼亚,1992冬奥会,{'NAN'}
69109,Allar Levandi,28.0,爱沙尼亚,1994冬奥会,{'NAN'}
69114,Natalia Levcencova,28.0,摩尔多瓦,2006冬奥会,{'NAN'}
69114,Natalia Levcencova,32.0,摩尔多瓦,2010冬奥会,{'NAN'}
69120,Charles Ryan Leveille (Cox-),22.0,美国,2006冬奥会,{'NAN'}
69156,"Frank Joseph ""Joe"" Levins",23.0,美国,1992冬奥会,{'NAN'}
69165,Tapio Antero Levo,24.0,芬兰,1980冬奥会,{'NAN'}
69168,"Lynn Thurber ""Buck"" Levy",24.0,美国,1956冬奥会,{'NAN'}
69176,Eugeniusz Stanisaw Lewacki,22.0,波兰,1948冬奥会,{'NAN'}
69176,Eugeniusz Stanisaw Lewacki,26.0,波兰,1952冬奥会,{'NAN'}
69181,Eduard Lewandowski,25.0,德国,2006冬奥会,{'NAN'}
69190,Lars Gustav Lewn,34.0,瑞典,2010冬奥会,{'NAN'}
69219,Walter David Lewis,27.0,英国,1964冬奥会,{'NAN'}
69222,"Douglas Grey ""Doug"" Lewis",20.0,美国,1984冬奥会,{'NAN'}
69222,"Douglas Grey ""Doug"" Lewis",24.0,美国,1988冬奥会,{'NAN'}
69256,Sarah Lewis,23.0,英国,1988冬奥会,{'NAN'}
69282,Murielle Leyssieux,25.0,法国,1992冬奥会,{'NAN'}
69313,Li Changxiang,20.0,中国,1992冬奥会,{'NAN'}
69314,Li Changyu,22.0,中国,2006冬奥会,{'NAN'}
69315,Li Chengjiang,22.0,中国,2002冬奥会,{'NAN'}
