ID,Name,Age,Region,Event,Year
76467,Marjo Tuulevi Matikainen (-Kallstrm),23.0,芬兰,越野滑雪女子10公里,1988
76467,Marjo Tuulevi Matikainen (-Kallstrm),23.0,芬兰,越野滑雪女子20公里,1988
76467,Marjo Tuulevi Matikainen (-Kallstrm),23.0,芬兰,越野滑雪女子4×5公里接力,1988
76472,Clark Arvo Matis,25.0,美国,越野滑雪男子30公里,1972
76478,Giacomo Matiz,28.0,意大利,自由式滑雪男子雪上技巧,2014
76505,Ilja Matou,24.0,捷克共和国,越野滑雪男子15公里,1956
76505,Ilja Matou,24.0,捷克共和国,越野滑雪男子30公里,1956
76505,Ilja Matou,24.0,捷克共和国,越野滑雪男子4×10公里接力赛,1956
76506,Jan Matou,22.0,捷克共和国,冬季两项男子10公里短距离,1984
76506,Jan Matou,22.0,捷克共和国,冬季两项男子20公里,1984
76506,Jan Matou,22.0,捷克共和国,冬季两项男子4×7.5公里接力赛,1984
76506,Jan Matou,26.0,捷克共和国,冬季两项男子10公里短距离,1988
76506,Jan Matou,26.0,捷克共和国,冬季两项男子20公里,1988
76506,Jan Matou,26.0,捷克共和国,冬季两项男子4×7.5公里接力赛,1988
76507,Josef Matou,22.0,捷克共和国,跳台滑雪男子个人标准台,1964
76507,Josef Matou,22.0,捷克共和国,跳台滑雪男子个人大跳台,1964
76513,Katherina Matousek (-Taylor),19.0,加拿大,花样滑冰混合双人,1984
76524,Marina Mikhaylovna Matrosova,19.0,哈萨克斯坦,越野滑雪女子短距离,2010
76524,Marina Mikhaylovna Matrosova,19.0,哈萨克斯坦,越野滑雪女子30公里,2010
76524,Marina Mikhaylovna Matrosova,19.0,哈萨克斯坦,越野滑雪女子15公里装追逐,2010
76528,Martin Johannes Matsbo (Gustafsson-),24.0,瑞典,越野滑雪男子18公里,1936
76528,Martin Johannes Matsbo (Gustafsson-),24.0,瑞典,越野滑雪男子4×10公里接力赛,1936
76535,Bohdana Olehivna Matsotska,20.0,乌克兰,高山滑雪女子大回转,2010
76535,Bohdana Olehivna Matsotska,20.0,乌克兰,高山滑雪女子回转,2010
76535,Bohdana Olehivna Matsotska,24.0,乌克兰,高山滑雪女子超级大回转,2014
76535,Bohdana Olehivna Matsotska,24.0,乌克兰,高山滑雪女子大回转,2014
76543,Kazuo Matsuda,26.0,日本,冰球男子冰球,1968
76545,Mikio Matsuda,30.0,日本,冰球男子冰球,1980
76558,Satoru Matsuhashi,22.0,日本,跳台滑雪男子个人标准台,1984
76558,Satoru Matsuhashi,22.0,日本,跳台滑雪男子个人大跳台,1984
76559,Takashi Matsuhashi,27.0,日本,越野滑雪男子15公里,1960
76559,Takashi Matsuhashi,27.0,日本,越野滑雪男子30公里,1960
76559,Takashi Matsuhashi,27.0,日本,越野滑雪男子4×10公里接力赛,1960
76568,Takashi Matsui,19.0,日本,跳台滑雪男子个人标准台,1960
76568,Takashi Matsui,19.0,日本,北欧两项男子个人,1960
76590,Mitsuru Matsumura,18.0,日本,花样滑冰男单,1976
76590,Mitsuru Matsumura,22.0,日本,花样滑冰男单,1980
76591,Motoharu Matsumura,25.0,日本,越野滑雪男子15公里,1972
76591,Motoharu Matsumura,25.0,日本,越野滑雪男子50公里,1972
76610,Akiyoshi Matsuoka,22.0,日本,越野滑雪男子15公里,1968
76610,Akiyoshi Matsuoka,22.0,日本,越野滑雪男子4×10公里接力赛,1968
76610,Akiyoshi Matsuoka,26.0,日本,越野滑雪男子15公里,1972
76610,Akiyoshi Matsuoka,26.0,日本,越野滑雪男子4×10公里接力赛,1972
76626,Hiroshi Matsuura,29.0,日本,冰球男子冰球,1998
76627,Hiroyuki Matsuura,26.0,日本,冰球男子冰球,1964
76632,Alfred Matt,19.0,奥地利,高山滑雪男子回转,1968
76632,Alfred Matt,23.0,奥地利,高山滑雪男子回转,1972
76633,Andreas Matt,27.0,奥地利,自由式滑雪男子障碍追逐,2010
76633,Andreas Matt,31.0,奥地利,自由式滑雪男子障碍追逐,2014
76634,Egon Matt,22.0,列支敦士登,越野滑雪男子18公里,1948
76634,Egon Matt,22.0,列支敦士登,越野滑雪男子4×10公里接力赛,1948
76635,Mario Matt,26.0,奥地利,高山滑雪男子回转,2006
76635,Mario Matt,26.0,奥地利,高山滑雪男子全能,2006
76635,Mario Matt,34.0,奥地利,高山滑雪男子回转,2014
76643,Jean-Charles Mattei,23.0,法国,短道速滑男子1000米,2006
76643,Jean-Charles Mattei,23.0,法国,短道速滑男子1500米,2006
76643,Jean-Charles Mattei,27.0,法国,短道速滑男子1500米,2010
76643,Jean-Charles Mattei,27.0,法国,短道速滑男子5000米接力,2010
76645,Coline Mattel,18.0,法国,跳台滑雪女子个人标准台,2014
76648,Luca Matteotti,24.0,意大利,单板滑雪男子障碍追逐,2014
76665,Andrew Matthews,29.0,英国,雪车男子四人座,2014
76675,Marcelle Matthews,11.0,南非,花样滑冰混合双人,1960
76693,Halldr Matthasson,26.0,冰岛,越野滑雪男子15公里,1976
76693,Halldr Matthasson,26.0,冰岛,越野滑雪男子30公里,1976
76693,Halldr Matthasson,26.0,冰岛,越野滑雪男子50公里,1976
76702,Pertti Markus Mattila,26.0,芬兰,北欧两项男子个人,1936
76703,Risto Markus Antero Mattila,21.0,芬兰,单板滑雪男子U型场地技巧,2002
76703,Risto Markus Antero Mattila,25.0,芬兰,单板滑雪男子U型场地技巧,2006
76705,Topi Juhani Mattila,21.0,芬兰,跳台滑雪男子个人标准台,1968
76705,Topi Juhani Mattila,21.0,芬兰,跳台滑雪男子个人大跳台,1968
76706,"Herman Vilhelm ""Ville"" Mattila",20.0,芬兰,军事滑雪巡逻队男子军事滑雪巡逻队,1924
76706,"Herman Vilhelm ""Ville"" Mattila",24.0,芬兰,越野滑雪男子18公里,1928
76712,Firmin Mattis,22.0,法国,高山滑雪男子回转,1952
76714,Werner Mattle,22.0,瑞士,高山滑雪男子大回转,1972
76715,"Georg ""Jri"" Mattli",21.0,瑞士,冰球男子冰球,1976
76719,Katrin Mattscherodt,28.0,德国,速滑女子3000米,2010
76719,Katrin Mattscherodt,28.0,德国,女子速度滑冰5000米,2010
76719,Katrin Mattscherodt,28.0,德国,速滑女子团体追逐（6圈）,2010
76731,Lars Anton Mattsson,24.0,瑞典,高山滑雪男子滑降,1956
76733,Niklas Kristoffer Mattsson,21.0,瑞典,单板滑雪男子坡面障碍技巧,2014
76734,Sivert Mattsson,24.0,瑞典,越野滑雪男子18公里,1932
76734,Sivert Mattsson,24.0,瑞典,越野滑雪男子50公里,1932
76743,Jan Matura,18.0,捷克共和国,北欧两项男子团体,1998
76743,Jan Matura,18.0,捷克共和国,北欧两项男子个人,1998
76743,Jan Matura,22.0,捷克共和国,跳台滑雪男子个人标准台,2002
76743,Jan Matura,22.0,捷克共和国,跳台滑雪男子个人大跳台,2002
76743,Jan Matura,22.0,捷克共和国,跳台滑雪男子团体大跳台,2002
76743,Jan Matura,26.0,捷克共和国,跳台滑雪男子个人标准台,2006
76743,Jan Matura,26.0,捷克共和国,跳台滑雪男子个人大跳台,2006
76743,Jan Matura,26.0,捷克共和国,跳台滑雪男子团体大跳台,2006
76743,Jan Matura,34.0,捷克共和国,跳台滑雪男子个人标准台,2014
76743,Jan Matura,34.0,捷克共和国,跳台滑雪男子个人大跳台,2014
76743,Jan Matura,34.0,捷克共和国,跳台滑雪男子团体大跳台,2014
76751,Eduard Antonovich Matusevich,26.0,俄罗斯,速滑男子1500米,1964
76751,Eduard Antonovich Matusevich,30.0,俄罗斯,速滑男子1500米,1968
76754,Igor Vitalyevich Matushkin,33.0,白俄罗斯,冰球男子冰球,1998
76754,Igor Vitalyevich Matushkin,37.0,白俄罗斯,冰球男子冰球,2002
76768,Dmitry Sergeyevich Matveyev,21.0,俄罗斯,北欧两项男子团体,2006
76768,Dmitry Sergeyevich Matveyev,21.0,俄罗斯,北欧两项男子个人,2006
76768,Dmitry Sergeyevich Matveyev,21.0,俄罗斯,北欧两项男子短距离,2006
76776,Nataliya Konstantinovna Matveyeva,19.0,俄罗斯,越野滑雪女子短距离,2006
76776,Nataliya Konstantinovna Matveyeva,27.0,俄罗斯,越野滑雪女子短距离,2014
76799,Liesbeth Eveline Mau-Asam,23.0,荷兰,短道速滑女子500米,2006
76799,Liesbeth Eveline Mau-Asam,23.0,荷兰,短道速滑女子1000米,2006
76799,Liesbeth Eveline Mau-Asam,23.0,荷兰,短道速滑女子1500米,2006
76799,Liesbeth Eveline Mau-Asam,27.0,荷兰,短道速滑女子500米,2010
76799,Liesbeth Eveline Mau-Asam,27.0,荷兰,短道速滑女子1000米,2010
76799,Liesbeth Eveline Mau-Asam,27.0,荷兰,短道速滑女子3000米接力,2010
76806,Georges Mauduit,27.0,法国,高山滑雪男子大回转,1968
76809,Alfred Mauer,24.0,波兰,冰球男子冰球,1932
76833,Hans Maurer,29.0,德国,雪车男子二人座,1964
76850,Kristaps Mauri,22.0,拉脱维亚,雪橇男子个人,2014
76863,Jacques Maus,NAN,比利时,雪车男子二人座,1932
76865,Franois Mautin,20.0,法国,冰球男子冰球,1928
76879,Fotis Mavriplis,27.0,希腊,高山滑雪男子滑降,1948
76879,Fotis Mavriplis,27.0,希腊,高山滑雪男子全能,1948
76903,Marcel Maxa,23.0,捷克共和国,高山滑雪男子大回转,1998
76903,Marcel Maxa,23.0,捷克共和国,高山滑雪男子回转,1998
76903,Marcel Maxa,23.0,捷克共和国,高山滑雪男子全能,1998
76911,Fleur Maxwell,17.0,卢森堡,花样滑冰女子个人,2006
76915,Kevin Maxwell,19.0,加拿大,冰球男子冰球,1980
76920,Warren D. Maxwell,23.0,英国,花样滑冰混合冰上舞蹈,1976
76932,"Hellmuth Rolf Richard Johannes ""Hellmut"" May",14.0,奥地利,花样滑冰男单,1936
76932,"Hellmuth Rolf Richard Johannes ""Hellmut"" May",26.0,奥地利,花样滑冰男单,1948
76957,John Edward Mayasich,22.0,美国,冰球男子冰球,1956
76957,John Edward Mayasich,26.0,美国,冰球男子冰球,1960
76974,Christian Mayer,20.0,奥地利,高山滑雪男子大回转,1992
76974,Christian Mayer,22.0,奥地利,高山滑雪男子大回转,1994
76974,Christian Mayer,22.0,奥地利,高山滑雪男子全能,1994
76974,Christian Mayer,26.0,奥地利,高山滑雪男子大回转,1998
76974,Christian Mayer,26.0,奥地利,高山滑雪男子回转,1998
76974,Christian Mayer,26.0,奥地利,高山滑雪男子全能,1998
76975,Derek Christopher Mayer,26.0,加拿大,冰球男子冰球,1994
76976,Eugenio Mayer,24.0,意大利,越野滑雪男子50公里,1964
76978,Gbor Mayer,25.0,匈牙利,冬季两项男子10公里短距离,1984
76978,Gbor Mayer,25.0,匈牙利,冬季两项男子4×7.5公里接力赛,1984
76978,Gbor Mayer,29.0,匈牙利,越野滑雪男子15公里,1988
76978,Gbor Mayer,29.0,匈牙利,越野滑雪男子30公里,1988
76978,Gbor Mayer,33.0,匈牙利,冬季两项男子10公里短距离,1992
76978,Gbor Mayer,33.0,匈牙利,冬季两项男子4×7.5公里接力赛,1992
76982,Helmut Mayer,21.0,奥地利,高山滑雪男子超级大回转,1988
76982,Helmut Mayer,21.0,奥地利,高山滑雪男子大回转,1988
76986,Jrgen Robert Mayer,33.0,奥地利,雪车男子二人座,2010
76986,Jrgen Robert Mayer,33.0,奥地利,雪车男子四人座,2010
76990,Marc Mayer,23.0,奥地利,越野滑雪男子短距离,2002
76990,Marc Mayer,23.0,奥地利,越野滑雪男子50公里,2002
76990,Marc Mayer,23.0,奥地利,越野滑雪男子10/10公里追逐,2002
76991,Matthias Mayer,23.0,奥地利,高山滑雪男子滑降,2014
76991,Matthias Mayer,23.0,奥地利,高山滑雪男子超级大回转,2014
76991,Matthias Mayer,23.0,奥地利,高山滑雪男子大回转,2014
76991,Matthias Mayer,23.0,奥地利,高山滑雪男子全能,2014
76995,Rachel Lynn Mayer (-Godino),18.0,美国,花样滑冰混合冰上舞蹈,1992
77000,Tanja Mayer,20.0,瑞士,雪车女子两人座,2014
77002,Travis Mayer,19.0,美国,自由式滑雪男子雪上技巧,2002
77002,Travis Mayer,23.0,美国,自由式滑雪男子雪上技巧,2006
77006,Veronika Mayerhofer,21.0,奥地利,越野滑雪女子10公里,2014
77006,Veronika Mayerhofer,21.0,奥地利,越野滑雪女子4×5公里接力,2014
77015,Viktor Viktorovich Maygurov,25.0,白俄罗斯,冬季两项男子10公里短距离,1994
77015,Viktor Viktorovich Maygurov,25.0,白俄罗斯,冬季两项男子20公里,1994
77015,Viktor Viktorovich Maygurov,25.0,白俄罗斯,冬季两项男子4×7.5公里接力赛,1994
77015,Viktor Viktorovich Maygurov,29.0,俄罗斯,冬季两项男子10公里短距离,1998
77015,Viktor Viktorovich Maygurov,29.0,俄罗斯,冬季两项男子4×7.5公里接力赛,1998
77015,Viktor Viktorovich Maygurov,33.0,俄罗斯,冬季两项男子10公里短距离,2002
77015,Viktor Viktorovich Maygurov,33.0,俄罗斯,冬季两项男子12.5公里追逐,2002
77015,Viktor Viktorovich Maygurov,33.0,俄罗斯,冬季两项男子20公里,2002
77015,Viktor Viktorovich Maygurov,33.0,俄罗斯,冬季两项男子4×7.5公里接力赛,2002
77018,Erhard Mayke,32.0,德国,速滑男子500米,1928
77018,Erhard Mayke,32.0,德国,速滑男子5000米,1928
77039,Aleksandr Borisovich Mayorov,22.0,俄罗斯,北欧两项男子个人,1980
77039,Aleksandr Borisovich Mayorov,26.0,俄罗斯,北欧两项男子个人,1984
77040,Boris Aleksandrovich Mayorov,25.0,俄罗斯,冰球男子冰球,1964
77040,Boris Aleksandrovich Mayorov,29.0,俄罗斯,冰球男子冰球,1968
77041,Yevgeny Aleksandrovich Mayorov,25.0,俄罗斯,冰球男子冰球,1964
77046,Antonia Mayr,22.0,奥地利,雪橇女子单人,1972
77046,Antonia Mayr,26.0,奥地利,雪橇女子单人,1976
77047,"Benedikt ""Bene"" Mayr",24.0,德国,自由式滑雪男子坡面障碍技巧,2014
77051,Hermann Mayr,26.0,奥地利,越野滑雪男子15公里,1956
77051,Hermann Mayr,26.0,奥地利,越野滑雪男子4×10公里接力赛,1956
77051,Hermann Mayr,34.0,奥地利,越野滑雪男子30公里,1964
77051,Hermann Mayr,34.0,奥地利,越野滑雪男子50公里,1964
77052,Jrg Mayr,22.0,德国,冰球男子冰球,1992
77052,Jrg Mayr,24.0,德国,冰球男子冰球,1994
77052,Jrg Mayr,32.0,德国,冰球男子冰球,2002
77054,Nicola Mayr,23.0,意大利,速滑女子1500米,2002
77054,Nicola Mayr,23.0,意大利,速滑女子3000米,2002
77057,Otto Mayregger,25.0,奥地利,雪橇男子个人,1988
77065,Sergey Vladimirovich Maytakov,20.0,俄罗斯,高山滑雪男子超级大回转,2010
77065,Sergey Vladimirovich Maytakov,20.0,俄罗斯,高山滑雪男子大回转,2010
77065,Sergey Vladimirovich Maytakov,20.0,俄罗斯,高山滑雪男子回转,2010
77065,Sergey Vladimirovich Maytakov,24.0,俄罗斯,高山滑雪男子大回转,2014
77065,Sergey Vladimirovich Maytakov,24.0,俄罗斯,高山滑雪男子回转,2014
77073,Sndor Mazny,24.0,匈牙利,高山滑雪男子滑降,1948
77076,"Christopher ""Chris"" Mazdzer",21.0,美国,雪橇男子个人,2010
77076,"Christopher ""Chris"" Mazdzer",25.0,美国,雪橇男子个人,2014
77076,"Christopher ""Chris"" Mazdzer",25.0,美国,雪橇混合团体接力,2014
77079,"Klementina ""Tina"" Maze",18.0,斯洛文尼亚,高山滑雪女子大回转,2002
77079,"Klementina ""Tina"" Maze",22.0,斯洛文尼亚,高山滑雪女子超级大回转,2006
77079,"Klementina ""Tina"" Maze",22.0,斯洛文尼亚,高山滑雪女子大回转,2006
77079,"Klementina ""Tina"" Maze",26.0,斯洛文尼亚,高山滑雪女子降滑,2010
77079,"Klementina ""Tina"" Maze",26.0,斯洛文尼亚,高山滑雪女子超级大回转,2010
77079,"Klementina ""Tina"" Maze",26.0,斯洛文尼亚,高山滑雪女子大回转,2010
77079,"Klementina ""Tina"" Maze",26.0,斯洛文尼亚,高山滑雪女子回转,2010
77079,"Klementina ""Tina"" Maze",26.0,斯洛文尼亚,高山滑雪女全能,2010
77079,"Klementina ""Tina"" Maze",30.0,斯洛文尼亚,高山滑雪女子降滑,2014
77079,"Klementina ""Tina"" Maze",30.0,斯洛文尼亚,高山滑雪女子超级大回转,2014
77079,"Klementina ""Tina"" Maze",30.0,斯洛文尼亚,高山滑雪女子大回转,2014
77079,"Klementina ""Tina"" Maze",30.0,斯洛文尼亚,高山滑雪女子回转,2014
77079,"Klementina ""Tina"" Maze",30.0,斯洛文尼亚,高山滑雪女全能,2014
77089,Maria Marinela Mazilu,18.0,罗马尼亚,钢架雪车女子钢架雪车,2010
77089,Maria Marinela Mazilu,22.0,罗马尼亚,钢架雪车女子钢架雪车,2014
77099,Jan Mazoch,16.0,捷克共和国,跳台滑雪男子个人标准台,2002
77099,Jan Mazoch,16.0,捷克共和国,跳台滑雪男子个人大跳台,2002
77099,Jan Mazoch,16.0,捷克共和国,跳台滑雪男子团体大跳台,2002
77099,Jan Mazoch,20.0,捷克共和国,跳台滑雪男子个人标准台,2006
77128,Alain Mazza,19.0,法国,冰球男子冰球,1968
77144,Fausto Mazzoleni,27.0,瑞士,冰球男子冰球,1988
77161,Andrzej Maysiak,22.0,波兰,冰球男子冰球,1980
77162,Adam Henryk Maysz,20.0,波兰,跳台滑雪男子个人标准台,1998
77162,Adam Henryk Maysz,20.0,波兰,跳台滑雪男子个人大跳台,1998
77162,Adam Henryk Maysz,20.0,波兰,跳台滑雪男子团体大跳台,1998
77162,Adam Henryk Maysz,24.0,波兰,跳台滑雪男子个人标准台,2002
77162,Adam Henryk Maysz,24.0,波兰,跳台滑雪男子个人大跳台,2002
77162,Adam Henryk Maysz,24.0,波兰,跳台滑雪男子团体大跳台,2002
77162,Adam Henryk Maysz,28.0,波兰,跳台滑雪男子个人标准台,2006
77162,Adam Henryk Maysz,28.0,波兰,跳台滑雪男子个人大跳台,2006
77162,Adam Henryk Maysz,28.0,波兰,跳台滑雪男子团体大跳台,2006
77162,Adam Henryk Maysz,32.0,波兰,跳台滑雪男子个人标准台,2010
77162,Adam Henryk Maysz,32.0,波兰,跳台滑雪男子个人大跳台,2010
77162,Adam Henryk Maysz,32.0,波兰,跳台滑雪男子团体大跳台,2010
77225,Jean McAllister,23.0,加拿大,越野滑雪女子5公里,1988
77225,Jean McAllister,23.0,加拿大,越野滑雪女子20公里,1988
77242,Darin McBeath,25.0,加拿大,高山滑雪男子滑降,2002
77242,Darin McBeath,25.0,加拿大,高山滑雪男子超级大回转,2002
77242,Darin McBeath,25.0,加拿大,高山滑雪男子全能,2002
77252,Bryan McCabe,30.0,加拿大,冰球男子冰球,2006
77256,Laura McCabe,27.0,美国,越野滑雪女子15公里,1994
77256,Laura McCabe,27.0,美国,越野滑雪女子4×5公里接力,1994
77256,Laura McCabe,31.0,美国,越野滑雪女子5公里,1998
77256,Laura McCabe,31.0,美国,越野滑雪女子30公里,1998
77256,Laura McCabe,31.0,美国,越野滑雪女子5/10公里追逐,1998
77256,Laura McCabe,31.0,美国,越野滑雪女子4×5公里接力,1998
77264,"Albert John ""Bert"" McCaffrey",29.0,加拿大,冰球男子冰球,1924
77272,"Robert ""Rob"" McCall",25.0,加拿大,花样滑冰混合冰上舞蹈,1984
77272,"Robert ""Rob"" McCall",29.0,加拿大,花样滑冰混合冰上舞蹈,1988
77274,Dave Nathaniel McCalla,28.0,英国,雪车男子四人座,2002
77294,Donna McCannell (-Keating),21.0,加拿大,速滑女子500米,1972
77295,Doreen Ann McCannell (-Botterill),16.0,加拿大,速滑女子500米,1964
77295,Doreen Ann McCannell (-Botterill),16.0,加拿大,速滑女子1000米,1964
77295,Doreen Ann McCannell (-Botterill),16.0,加拿大,速滑女子1500米,1964
77295,Doreen Ann McCannell (-Botterill),16.0,加拿大,速滑女子3000米,1964
77295,Doreen Ann McCannell (-Botterill),20.0,加拿大,速滑女子500米,1968
77295,Doreen Ann McCannell (-Botterill),20.0,加拿大,速滑女子1000米,1968
77295,Doreen Ann McCannell (-Botterill),20.0,加拿大,速滑女子1500米,1968
77295,Doreen Ann McCannell (-Botterill),20.0,加拿大,速滑女子3000米,1968
77298,"John William ""Jack"" McCartan",24.0,美国,冰球男子冰球,1960
77306,Justin Jeremiah McCarthy,25.0,美国,冰球男子冰球,1924
77308,Marion Skelton McCarthy,24.0,加拿大,速滑男子10000米,1932
77319,Sonja McCaskie (-Schmidt-),21.0,英国,高山滑雪女子大回转,1960
77326,"Robert Bruce ""Rob"" McClanahan",22.0,美国,冰球男子冰球,1980
77353,David McComb,25.0,加拿大,雪橇男子个人,1972
77353,David McComb,29.0,加拿大,雪橇混合男子双人,1976
77370,Jenna McCorkell,23.0,英国,花样滑冰女子个人,2010
77370,Jenna McCorkell,27.0,英国,花样滑冰女子个人,2014
77370,Jenna McCorkell,27.0,英国,花样滑冰团体,2014
77378,"Katheryn Anne ""Kathy"" McCormack",23.0,加拿大,冰球女子冰球,1998
77398,"William ""Bill"" McCowen",26.0,英国,雪车男子二人座,1964
77398,"William ""Bill"" McCowen",26.0,英国,雪车男子四人座,1964
77402,Dennis Marshall McCoy,22.0,美国,高山滑雪男子滑降,1968
77403,"Thomas James ""Jake"" McCoy",22.0,美国,冰球男子冰球,1964
77432,Joan Elizabeth McCusker (Inglis-),32.0,加拿大,冰壶女子冰壶,1998
77440,"Donald Joseph ""Don"" McDermott",22.0,美国,速滑男子500米,1952
77440,"Donald Joseph ""Don"" McDermott",22.0,美国,速滑男子1500米,1952
77440,"Donald Joseph ""Don"" McDermott",26.0,美国,速滑男子500米,1956
77440,"Donald Joseph ""Don"" McDermott",26.0,美国,速滑男子1500米,1956
77445,"Richard Terrance ""Terry"" McDermott",19.0,美国,速滑男子500米,1960
77445,"Richard Terrance ""Terry"" McDermott",23.0,美国,速滑男子500米,1964
77445,"Richard Terrance ""Terry"" McDermott",27.0,美国,速滑男子500米,1968
77448,"Patrick ""Pat"" McDonagh",34.0,爱尔兰,雪车男子二人座,1992
77449,Ryan McDonagh,24.0,美国,冰球男子冰球,2014
77453,"Charles Henry ""Charlie"" McDonald",31.0,美国,雪车男子二人座,1964
77468,Justin Harley McDonald,24.0,澳大利亚,雪车男子二人座,1994
77468,Justin Harley McDonald,24.0,澳大利亚,雪车男子四人座,1994
77489,Purvis David McDougall,32.0,加拿大,雪车男子二人座,1968
77489,Purvis David McDougall,32.0,加拿大,雪车男子四人座,1968
77498,Shawn K. McEachern,22.0,美国,冰球男子冰球,1992
77502,"James Donald ""Jim"" McElmury",22.0,美国,冰球男子冰球,1972
77506,"Frederick Joseph ""Freddie"" McEvoy",28.0,英国,雪车男子二人座,1936
77506,"Frederick Joseph ""Freddie"" McEvoy",28.0,英国,雪车男子四人座,1936
77507,Alex McEwan,24.0,澳大利亚,短道速滑男子5000米接力,2002
77507,Alex McEwan,28.0,澳大利亚,短道速滑男子500米,2006
77510,Dawn McEwen (Askin-),33.0,加拿大,冰壶女子冰壶,2014
77528,"Kirsten Kate Llewellyn ""Kirsty"" McGarry",20.0,爱尔兰,高山滑雪女子大回转,2006
77528,"Kirsten Kate Llewellyn ""Kirsty"" McGarry",20.0,爱尔兰,高山滑雪女子回转,2006
77528,"Kirsten Kate Llewellyn ""Kirsty"" McGarry",24.0,爱尔兰,高山滑雪女子大回转,2010
77528,"Kirsten Kate Llewellyn ""Kirsty"" McGarry",24.0,爱尔兰,高山滑雪女子回转,2010
77529,Tamsen McGarry,19.0,爱尔兰,高山滑雪女子大回转,2002
77529,Tamsen McGarry,19.0,爱尔兰,高山滑雪女子回转,2002
77545,Knowles Edgar McGill,25.0,加拿大,冬季两项男子4×7.5公里接力赛,1968
77548,David Lachlan McGillivray,18.0,加拿大,花样滑冰男单,1968
77559,"Richard Anthony ""Dick"" McGlynn",23.0,美国,冰球男子冰球,1972
77571,Dennis Robert McGrane,21.0,美国,跳台滑雪男子个人标准台,1984
77571,Dennis Robert McGrane,21.0,美国,跳台滑雪男子个人大跳台,1984
77571,Dennis Robert McGrane,25.0,美国,跳台滑雪男子个人标准台,1988
77571,Dennis Robert McGrane,25.0,美国,跳台滑雪男子团体大跳台,1988
77573,Charles Felix McGrath,24.0,美国,高山滑雪男子大回转,1988
77573,Charles Felix McGrath,24.0,美国,高山滑雪男子回转,1988
77573,Charles Felix McGrath,24.0,美国,高山滑雪男子全能,1988
77612,"Terence ""Terry"" McHugh",28.0,爱尔兰,雪车男子二人座,1992
77612,"Terence ""Terry"" McHugh",34.0,爱尔兰,雪车男子二人座,1998
77612,"Terence ""Terry"" McHugh",34.0,爱尔兰,雪车男子四人座,1998
77623,John Archibald McInnes,24.0,加拿大,跳台滑雪男子个人标准台,1964
77623,John Archibald McInnes,24.0,加拿大,跳台滑雪男子个人大跳台,1964
77623,John Archibald McInnes,28.0,加拿大,跳台滑雪男子个人标准台,1968
77623,John Archibald McInnes,28.0,加拿大,跳台滑雪男子个人大跳台,1968
77624,"Martin Edward ""Marty"" McInnis",21.0,美国,冰球男子冰球,1992
77628,Cecilia Mcintosh,30.0,澳大利亚,雪车女子两人座,2010
77635,"Richard ""Ricky"" McIntosh",24.0,牙买加,雪车男子二人座,1992
77635,"Richard ""Ricky"" McIntosh",24.0,牙买加,雪车男子四人座,1992
77645,"Elizabeth Geary ""Liz"" McIntyre",26.0,美国,自由式滑雪女子雪上技巧,1992
77645,"Elizabeth Geary ""Liz"" McIntyre",28.0,美国,自由式滑雪女子雪上技巧,1994
77645,"Elizabeth Geary ""Liz"" McIntyre",32.0,美国,自由式滑雪女子雪上技巧,1998
77647,"Robert ""Rob"" McIntyre",19.0,澳大利亚,高山滑雪男子滑降,1976
77647,"Robert ""Rob"" McIntyre",23.0,澳大利亚,高山滑雪男子大回转,1980
77647,"Robert ""Rob"" McIntyre",23.0,澳大利亚,高山滑雪男子回转,1980
77649,Ashleigh McIvor (-DeMerit),26.0,加拿大,自由式滑雪女子障碍追逐,2010
77650,Megan Jean McJames,22.0,美国,高山滑雪女子大回转,2010
77650,Megan Jean McJames,22.0,美国,高山滑雪女子回转,2010
77650,Megan Jean McJames,26.0,美国,高山滑雪女子大回转,2014
77650,Megan Jean McJames,26.0,美国,高山滑雪女子回转,2014
77675,Robin McKeever,24.0,加拿大,越野滑雪男子10公里,1998
77675,Robin McKeever,24.0,加拿大,越野滑雪男子30公里,1998
77675,Robin McKeever,24.0,加拿大,越野滑雪男子50公里,1998
77675,Robin McKeever,24.0,加拿大,越野滑雪男子4×10公里接力赛,1998
77676,"Gordon Riley ""Gordie"" McKellen, Jr.",18.0,美国,花样滑冰男单,1972
77679,Michelle McKendry-Ruthven,20.0,加拿大,高山滑雪女子大回转,1988
77679,Michelle McKendry-Ruthven,20.0,加拿大,高山滑雪女子回转,1988
77679,Michelle McKendry-Ruthven,20.0,加拿大,高山滑雪女全能,1988
77679,Michelle McKendry-Ruthven,24.0,加拿大,高山滑雪女子降滑,1992
77679,Michelle McKendry-Ruthven,24.0,加拿大,高山滑雪女子超级大回转,1992
77679,Michelle McKendry-Ruthven,24.0,加拿大,高山滑雪女全能,1992
77679,Michelle McKendry-Ruthven,26.0,加拿大,高山滑雪女子降滑,1994
77679,Michelle McKendry-Ruthven,26.0,加拿大,高山滑雪女子超级大回转,1994
77679,Michelle McKendry-Ruthven,26.0,加拿大,高山滑雪女全能,1994
77682,Lesley McKenna,27.0,英国,单板滑雪女子U型场地技巧,2002
77682,Lesley McKenna,31.0,英国,单板滑雪女子U型场地技巧,2006
77682,Lesley McKenna,35.0,英国,单板滑雪女子U型场地技巧,2010
77683,Alice McKennis,20.0,美国,高山滑雪女子降滑,2010
